Metric,Count
Total Invocations,297
✅ Match (≥85%),132
⚠️ Partial (60–85%),31
❌ Mismatch (<60%),80
🔇 No Audio / Stub,54
#,Audio File,Chapter,Invocation Name,Better Invocation Name,Arabic (Data),STT Result,Score,Status
221,`/audios/098_01.mp3`,Entering Market,Entering Market,Entering Market,((لاَ إِلَهَ إِلاَّ اللَّهُ وَحْدَهُ لاَ شَرِيكَ لَهُ، لَهُ الْمُلْكُ، وَلَهُ الْحَمْدُ، يُحْيِي وَيُمِيتُ، وَهُوَ حَيٌّ,2. لا إله إلا الله وحده لا شريك له له الملك وله الحمد يحيي ويميت وهو حي لا يموت بيده الخير وهو على كل شيء قدير,97.3%,✅ Match
222,`/audios/099_01.mp3`,Vehicle Fails,Before Eating,Before Eating,((بِسْمِ اللَّهِ)).,[FILE NOT FOUND],0.0%,🔇 No Audio
223,`/audios/100_01.mp3`,Traveler to Resident,Traveler to Resident,Traveler to Resident,((أَسْتَوْدِعُكُمُ اللَّهَ الَّذِي لاَ تَضِيعُ وَدَائِعُهُ)).,أستودعكم الله الذي لا تضيع ودائعه,100.0%,✅ Match
224,`/audios/101_01.mp3`,Resident to Traveler,Resident to Traveler (1),"I place your religion, your...",(( أَسْتَوْدِعُ اللَّهَ دِينَكَ، وَأَمَانَتَكَ، وَخَوَاتِيمَ عَمَلِكَ)).,أستودع الله دينك وأمانتك وخواتي معملك,94.7%,✅ Match
225,`/audios/101_02.mp3`,Resident to Traveler,Resident to Traveler (2),May Allah endow you with...,((زَوَّدَكَ اللَّهُ التَّقْوَى، وَغَفَرَ ذَنْبَكَ، وَيَسَّرَ لَكَ الخَيْرَ حَيْثُ ما كُنْتَ)).,ذودك الله التقوى وغفر ذنبك ويسر لك الخير حيث ما كنت,96.2%,✅ Match
226,`/audios/102_01.mp3`,Glorifying on Journey,Glorifying on Journey,Glorifying on Journey,قَالَ جَابِرٌ رضي الله عنه: ((كُنَّا إِذَا صَعَدْنَا كَبَّرْنَا، وَإِذَا نَزَلْنَا سَبَّحْنَا)).,[FILE NOT FOUND],0.0%,🔇 No Audio
227,`/audios/103_01.mp3`,Traveler at Dawn,Traveler at Dawn,Traveler at Dawn,((سَمَّعَ سَامِعٌ بِحَمْدِ اللَّهِ، وَحُسْنِ بَلاَئِهِ عَلَيْنَا، رَبَّنَا صاحِبْنَا، وَأَفْضِلْ عَلَيْنَا، عَائِذاً بِا,[FILE NOT FOUND],0.0%,🔇 No Audio
228,`/audios/104_01.mp3`,Layover on Journey,Protection from Evil Eye,Protection from Evil Eye,((أَعُوذُ بِكَلِمَاتِ اللَّهِ التَّامَّاتِ مِنْ شَرِّ مَا خَلَقَ)).,9 أعوذ بكلمات الله التامات من شر ما خلق,100.0%,✅ Match
229,`/audios/105_01.mp3`,Returning from Journey,Returning from Journey,Returning from Journey,((يُكَبِّرُ عَلَى كُلِّ شَرَفٍ ثَلاَثَ تَكْبِيرَاتٍ ثُمَّ يَقُولُ: لاَ إِلَهَ إِلاَّ اللَّهُ وَحْدَهُ لاَ شَرِيكَ لَهُ،,لا إله إلا الله وحده لا شريك له له الملك وله الحمد وهو على كل شيء قدير آيبون تائبون عابدون لربنا حامدون صدق الله وعده ون,85.5%,✅ Match
230,`/audios/106_01.mp3`,Pleasure/Displeasure,Pleasure/Displeasure,Pleasure/Displeasure,كَانَ النَّبِيُّ صلى الله عليه وسلم إِذَا أَتَاهُ الْأَمْرُ يَسُرُّهُ قَالَ: ((الْحَمْدُ لِلَّهِ الَّذِي بِنِعْمَتِهِ تَ,الحمد لله الذي بنعمته تتم الصالحات الحمد لله على كل حال,58.2%,❌ Mismatch
231,`/audios/107_01.mp3`,Blessings on Prophet,Blessings on Prophet,Blessings on Prophet,قَالَ النَّبِيُّ صلى الله عليه وسلم: ((مَنْ صَلَّى عَلَيَّ صَلاَةً صَلَّى اللَّهُ عَلَيْهِ بِهَا عَشْراً)).,[FILE NOT FOUND],0.0%,🔇 No Audio
232,`/audios/108_01.mp3`,Greeting of Salam,Greeting of Salam,Greeting of Salam,قَالَ رَسُولُ اللَّهِ صلى الله عليه وسلم: ((لاَ تَدْخُلُوا الْجَنَّةَ حَتَّى تُؤْمِنُوا، وَلاَ تُؤْمِنُوا حَتَّى تَحَابّ,[FILE NOT FOUND],0.0%,🔇 No Audio
233,`/audios/109_01.mp3`,Reply to Disbeliever,Reply to Disbeliever (1),When the people of the...,((إذَا سَلَّمَ عَلَيْكُمْ أَهْلُ الْكِتَابِ فَقُولُوا: وَعَلَيْكُمْ)).,وعليكم,27.3%,❌ Mismatch
234,`/audios/109_02.mp3`,Reply to Disbeliever,Reply to Disbeliever (2),"Falënderimi i qoftë Allahut, i...",I Dërguari i Allahut (a.s) kur i vinte ndonjë çështje e cila e gëzonte thoshte: اَلْحَمْدُ لِلهِ الَّذِي بِنِعْمَتِهِ تَ,[FILE NOT FOUND],0.0%,🔇 No Audio
235,`/audios/110_01.mp3`,Cock's Crow/Donkey's Bray,Cock's Crow/Donkey's Bray,Cock's Crow/Donkey's Bray,((إِذَا سَمِعْتُمْ صِيَاحَ الدِّيَكَةِ فَاسْأَلُوا اللَّهَ مِنْ فَضْلِهِ؛ فَإِنَّهَا رَأَتْ مَلَكاً وَإِذَا سَمِعْتُمْ ن,[FILE NOT FOUND],0.0%,🔇 No Audio
236,`/audios/111_01.mp3`,Dog Barking,Dog Barking (1),If you hear the barking...,((إِذَا سَمِعْتُمْ نُبَاحَ الْكِلاَبِ وَنَهِيقَ الْحَمِيرِ بِاللَّيْلِ فَتَعَوَّذُوا بِاللَّهِ مِنْهُنَّ؛ فَإِنَّهُنَّ ي,[FILE NOT FOUND],0.0%,🔇 No Audio
237,`/audios/111_02.mp3`,Dog Barking,Ayatul Kursi,Ayatul Kursi,,[FILE NOT FOUND],0.0%,🔇 No Audio
238,`/audios/112_01.mp3`,Spoken Ill To,Spoken Ill To (1),"O Allah, to any believer...",قَالَ النَّبِيُّ صلى الله عليه وسلم: ((اللَّهُمَّ فَأَيُّمَا مُؤْمِنٍ سَبَبْتُهُ فَاجْعَلْ ذَلِكَ لَهُ قُرْبَةً إِلَيْكَ,اللهم فأي ما مؤمن سببته فجعل ذلك له قربة إليك يوم القيامة,78.3%,⚠️ Partial
239,`/audios/112_02.mp3`,Spoken Ill To,Ayatul Kursi,Ayatul Kursi,,[FILE NOT FOUND],0.0%,🔇 No Audio
240,`/audios/113_01.mp3`,Praising a Muslim,Praising a Muslim,Praising a Muslim,قَالَ النَّبِيُّ صلى الله عليه وسلم: ((إِذَا كَانَ أَحَدُكُم مَادِحاً صَاحِبَهُ لاَ مَحَالَةَ فَلْيَقُلْ: أَحْسِبُ فُلاَ,[FILE NOT FOUND],0.0%,🔇 No Audio
241,`/audios/114_01.mp3`,When Praised,When Praised,When Praised,((اللَّهُمَّ لاَ تُؤَاخِذْنِي بِمَا يَقُولُونَ، وَاغْفِرْ لِي مَا لاَ يَعْلَمُونَ، [وَاجْعَلْنِي خَيْراً مِمَّا يَظُّنُّ,اللهما لا تؤخذني بما يقولون وغفل لي ما لا يعلمون وجعلني خيرا مما يظنون,94.4%,✅ Match
242,`/audios/115_01.mp3`,Talbiyah (Hajj/Umrah),Talbiyah (Hajj/Umrah),"Here I am O Allah,...",((لَبَّيْكَ اللَّهُمَّ لَبَّيْكَ، لَبَّيْكَ لاَ شَرِيكَ لَكَ لَبَّيْكَ، إِنَّ الْحَمْدَ، وَالنِّعْمَةَ، لَكَ وَالْمُلْكَ,2. لبيك اللهم لبيك لبيك لا شريك لك لبيك إن الحمد والنعمة لك والملك لا شريك لك,96.7%,✅ Match
243,`/audios/116_01.mp3`,Passing Black Stone,Passing Black Stone,Passing Black Stone,((طَافَ النَّبيُّ صلى الله عليه وسلم بِالْبَيْتِ عَلَى بَعِيرٍ كُلَّمَا أَتَى الرُّكْنَ أَشَارَ إِلَيْهِ بِشَيْءٍ عِنْدَ,[FILE NOT FOUND],0.0%,🔇 No Audio
244,`/audios/117_01.mp3`,Corner to Black Stone,Dua for Good in Both Worlds,Dua for Good in Both Worlds,((﴿رَبَّنَا آتِنَا فِي الدُّنْيَا حَسَنَةً وَفِي الْآخِرَةِ حَسَنَةً وَقِنَا عَذَابَ النَّارِ﴾)).,2. ربنا آتنا في الدنيا حسنة وفي الآخرة حسنة وقنا عذاب النار,100.0%,✅ Match
245,`/audios/118_01.mp3`,Safa and Marwah,Safa and Marwah (1),Jabir said when describing the...,لَمَّا دَنَا النَّبِيُّ صلى الله عليه وسلم مِنَ الصَّفَا قَرَأَ: ﴿إِنَّ الصَّفَا وَالْمَرْوَةَ مِنْ شَعَآئِرِ اللَّهِ﴾ أ,2. إن الصفى والمروة من شعائر الله,10.0%,❌ Mismatch
246,`/audios/118_02.mp3`,Safa and Marwah,Safa and Marwah (2),Nuk ka hyjni që meriton...,"Ka filluar nga Safaja, është ngjitur mbi të derisa e ka parë Qaben, është drejtuar nga kibla e ka madhëruar njësinë e Al",لا إله إلا الله وحده لا شريك له الملك وله الحمد وهو على كل شيء قدير لا إله إلا الله وحده أنجز وعده ونصر عبده وهزم الأحزا,96.9%,✅ Match
247,`/audios/119_01.mp3`,Day of Arafat,Day of Arafat,Day of Arafat,قَالَ النَّبِيُّ صلى الله عليه وسلم: ((خَيْرُ الدُّعَاءِ دُعَاءُ يَوْمِ عَرَفَةَ، وَخَيْرُ مَا قُلْتُ أَنَا وَالنَّبيُّو,2. لا إله إلا الله وحده لا شريك له له الملك وله الحمد وهو على كل شيء قدير,61.1%,⚠️ Partial
248,`/audios/120_01.mp3`,At Muzdalifah,At Muzdalifah,At Muzdalifah,رَكِبَ النَّبِيُّ صلى الله عليه وسلم الْقَصْوَاءَ حَتَّى أَتَى الْمَشْعَرَ الْحَرَامَ فَاسْتَقْبَلَ الْقِبْلَةَ (فَدَعَا,[FILE NOT FOUND],0.0%,🔇 No Audio
249,`/audios/121_01.mp3`,Stoning Pillars,Stoning Pillars,Stoning Pillars,((يُكَبِّرُ كُلَّمَا رَمَى بِحَصَاةٍ عِنْدَ الْجِمَارِ الثَّلاَثِ، ثُمَّ يَتَقَدَّمُ، ويَقِفُ يَدْعُو مُسْتَقْبِلَ الْقِ,[FILE NOT FOUND],0.0%,🔇 No Audio
250,`/audios/122_01.mp3`,Surprised/Startled,SubhanAllah,SubhanAllah,((سُبْحَانَ اللَّهِ!)).,سبحان الله,100.0%,✅ Match
251,`/audios/122_02.mp3`,Surprised/Startled,Allahu Akbar,Allahu Akbar,((اللَّهُ أَكْبَرُ!)).,الله أكبر,100.0%,✅ Match
252,`/audios/123_01.mp3`,Pleasurable Event,Pleasurable Event,Pleasurable Event,((كَانَ النَّبيُّ صلى الله عليه وسلم إِذَا أَتَاهُ أَمْرٌ يَسُرُّهُ أَوْ يُسَرُّ بِهِ خَرَّ سَاجِداً شُكْراً لِلَّهِ تَب,[FILE NOT FOUND],0.0%,🔇 No Audio
253,`/audios/124_01.mp3`,Pain in Body,Pain in Body,Pain in Body,((ضَعْ يَدَكَ عَلَى الَّذِي تَألَّمَ مِنْ جَسَدِكَ وَقُلْ: بِسْمِ اللَّهِ، ثَلاَثاً، وَقُلْ سَبْعَ مَرَّاتٍ: أَعُوذُ بِا,بسم الله، بسم الله، بسم الله، أعوذ بالله وقدرته من شد ما أجد وأحاذر,65.9%,⚠️ Partial
254,`/audios/125_01.mp3`,Fear of Evil Eye,Fear of Evil Eye,Fear of Evil Eye,((إِذَا رَأَى أَحَدُكُم مِنْ أَخِيهِ، أَوْ مِنْ نَفْسِهِ، أَوْ مِنْ مَالِهِ مَا يُعْجِبُهُ [فَلْيَدْعُ لَهُ بِالْبَرَكَة,[FILE NOT FOUND],0.0%,🔇 No Audio
255,`/audios/126_01.mp3`,Frightened,La ilaha illallah,La ilaha illallah,((لاَ إِلَهَ إِلاَّ اللَّهُ!)).,لا إله إلا الله,100.0%,✅ Match
256,`/audios/127_01.mp3`,Slaughtering/Sacrificing,Before Eating,Before Eating,((بِسْمِ اللَّهِ وَاللَّهُ أَكْبَرُ [اللَّهُمَّ مِنْكَ وَلَكَ] اللَّهُمَّ تَقَبَّلْ مِنِّي)).,بسم الله والله أكبر اللهم منك ولك اللهم تقبل مني,100.0%,✅ Match
257,`/audios/128_01.mp3`,Foil Devil's Plots,Foil Devil's Plots,Foil Devil's Plots,((أَعُوذُ بكَلِمَاتِ اللَّهِ التَّامَّاتِ الَّتِي لاَ يُجَاوِزُهُنَّ بَرٌّ وَلاَ فَاجِرٌ: مِنْ شَرِّ مَا خَلَقَ، وَبَرَأ,5 أعوذ بكلمات الله التامات التي لا يجاوزه النبر ولا فاجر من شر ما خلق وبرأ وذرأ ومن شر ما ينزل من السماء ومن شر ما يعرج,82.8%,⚠️ Partial
258,`/audios/129_01.mp3`,Repentance & Forgiveness,Istighfar,Istighfar,قَالَ رَسُولُ اللَّهِ صلى الله عليه وسلم: ((وَاللَّهِ إِنِّي لأَسْتَغفِرُ اللَّهَ وَأَتُوبُ إِلَيْهِ فِي الْيَوْمِ أَكْث,أستغفر الله العظيم الذي لا إله إلا هو الحيا القيوم وأتوب إليه,28.6%,❌ Mismatch
259,`/audios/130_01.mp3`,Excellence of Dhikr,Excellence of Dhikr (1),Whoever says:How perfect Allah is...,قَالَ صلى الله عليه وسلم مَنْ قَالَ: سُبْحَانَ اللَّهِ وَبِحَمْدِهِ فِي يَوْمٍ مِائَةَ مَرَّةٍ حُطَّتْ خَطَايَاهُ وَلَوْ,سبحان الله وبحمده,29.8%,❌ Mismatch
260,`/audios/130_02.mp3`,Excellence of Dhikr,Excellence of Dhikr (2),Abu Hurayrah reported that the...,وَقَالَ صلى الله عليه وسلم: ((مَنْ قَالَ لاَ إِلَهَ إِلاَّ اللَّهُ وَحْدَهُ لاَ شَرِيكَ لَهُ، لَهُ الْمُلْكُ، وَلَهُ الْ,لا إله إلا الله وحده لا شريك له له الملك وله الحمد وهو على كل شيء قدير,62.8%,⚠️ Partial
261,`/audios/130_03.mp3`,Excellence of Dhikr,Excellence of Dhikr (3),Aboo Hurayrah reported that the...,وَقَالَ صلى الله عليه وسلم: ((كَلِمَتَانِ خَفِيفَتَانِ عَلَى اللِّسَانِ، ثَقِيلَتَانِ فِي الْمِيزَانِ، حَبِيبَتَانِ إِلَ,سبحان الله وبحمده سبحان الله العظيم,43.5%,❌ Mismatch
262,`/audios/130_04.mp3`,Excellence of Dhikr,Excellence of Dhikr (4),Aboo Hurayrah reported that the...,وَقَالَ صلى الله عليه وسلم: ((لَأَنْ أَقُولَ سُبْحَانَ اللَّهِ، وَالْحَمْدُ لِلَّهِ، وَلاَ إِلَهَ إِلاَّ اللَّهُ، وَاللّ,سبحان الله والحمد لله ولا إله إلا الله والله أكبر,60.1%,⚠️ Partial
263,`/audios/130_05.mp3`,Excellence of Dhikr,Excellence of Dhikr (5),Sa’d said: ‘We were sitting...,وَقَالَ صلى الله عليه وسلم: ((أَيَعْجِزُ أَحَدُكُم أَنْ يَكْسِبَ كُلَّ يَوْمٍ أَلْفَ حَسَنَةٍ)) فَسَأَلَهُ سَائِلٌ مِنْ,سبحان الله العظيم وبحمده,14.7%,❌ Mismatch
264,`/audios/130_06.mp3`,Excellence of Dhikr,Excellence of Dhikr (6),Jabbir related that the Prophet...,((مَنْ قَالَ: سُبْحَانَ اللَّهِ الْعَظِيمِ وَبِحَمْدِهِ غُرِسَتْ لَهُ نَخْلَةٌ فِي الْجَنَّةِ)).,لا حول ولا قوة إلا بالله,23.4%,❌ Mismatch
265,`/audios/130_07.mp3`,Excellence of Dhikr,Excellence of Dhikr (7),AAabdullah Ibn Qays related that...,وَقَالَ صلى الله عليه وسلم: ((يَا عَبْدَ اللَّهِ بْنَ قَيْسٍ أَلاَ أَدُلُّكَ عَلَى كَنْزٍ مِنْ كُنُوزِ الْجَنَّةِ))؟ فَق,سبحان الله والحمد لله ولا إله إلا الله والله أكبر,30.2%,❌ Mismatch
266,`/audios/130_08.mp3`,Excellence of Dhikr,Excellence of Dhikr (8),the most beloved words to...,وَقَالَ صلى الله عليه وسلم: ((أَحَبُّ الْكَلاَمِ إِلَى اللَّهِ أَرْبَعٌ: سُبْحَانَ اللَّهِ، وَالْحَمْدُ لِلَّهِ، وَلاَ إ,لا إله إلا الله وحده لا شريك له الله أكبر كبيرا والحمد لله كثيرا سبحان الله رب العالمين لا حول ولا قوة إلا بالله العزيز,24.8%,❌ Mismatch
267,`/audios/130_09.mp3`,Excellence of Dhikr,Excellence of Dhikr (9),SaAAd Ibn Abee Waqqas narrated...,جَاءَ أَعْرَابِيٌّ إِلَى رَسُولِ اللَّهِ صلى الله عليه وسلم فَقَالَ: عَلِّمْنِي كَلاماً أَقُولُهُ: قَالَ: ((قُلْ: لاَ إِ,اللهم مغفر لي ورحمني وهدني وعافني ورزقني,9.5%,❌ Mismatch
268,`/audios/130_10.mp3`,Excellence of Dhikr,Excellence of Dhikr (10),Tariq Al-AshjaAAee said: ‘When someone...,كَانَ الرَّجُلُ إِذَا أَسْلَمَ عَلَّمَهُ النَّبيُّ صلى الله عليه وسلم الصَّلاَةَ ثُمَّ أَمَرَهُ أَنْ يَدْعُوَ بِهَؤُلاَء,سبحان الله والحمد لله ولا إله إلا الله والله أكبر ولا حول ولا قوت إلا بالله,34.6%,❌ Mismatch
269,`/audios/130_11.mp3`,Excellence of Dhikr,La ilaha illallah,La ilaha illallah,((إِنَّ أَفْضَلَ الدُّعَاءِ الْحَمْدُ لِلَّهِ، وَأَفْضَلَ الذِّكْرِ لاَ إِلَهَ إِلاَّ اللَّهُ)).,[FILE NOT FOUND],0.0%,🔇 No Audio
270,`/audios/130_12.mp3`,Excellence of Dhikr,La ilaha illallah,La ilaha illallah,الباقيات الصالحات : سبحان الله والحمد لله ، ولا إله إلا الله ،والله أكبر ،و لا حول ولا قوة إلا بالله,[FILE NOT FOUND],0.0%,🔇 No Audio
271,`/audios/131_01.mp3`,Prophet's Dhikr,Prophet's Dhikr,Prophet's Dhikr,عَنْ عَبْدِ اللَّهِ بْنِ عَمْرٍو رضي الله عنه قَالَ: ((رَأَيْتُ النَّبيَّ صلى الله عليه وسلم يَعْقِدُ التَّسْبِيحَ)) وفي,[FILE NOT FOUND],0.0%,🔇 No Audio
272,`/audios/132_01.mp3`,Goodness & Etiquette,Goodness & Etiquette,Goodness & Etiquette,وَصَلَّى اللهُ وَسَلَّمَ وَبَارَكَ عَلَى نَبِيِّنَا مُحَمَّدٍ وَعَلَى آلِهِ وَأَصْحَابِهِ أَجْمَعِينَ,[FILE NOT FOUND],0.0%,🔇 No Audio
273,`/audios/133_01.mp3`,Evening Adhkar,Against Shaitan,Evening: Protection from Shaitan,أَعُوذُ بِاللَّهِ مِنَ الشَّيطَانِ الرَّجِيمِ ﴿اللَّهُ لاَ إِلَهَ إِلاَّ هُوَ الْحَيُّ الْقَيُّومُ لاَ تَأْخُذُهُ سِنَةٌ,111- الله لا إله إلا هو الحي القيوم 112- لا تأخذه سنة ولا نوم 113- له ما في السماوات وما في الأرض 114- من ذا الذي يشفع ع,93.2%,✅ Match
274,`/audios/133_02.mp3`,Evening Adhkar,Evening Adhkar (2),Evening: 3 Quls (3x),(بسم الله الرحمن الرحيم ﴿قُلْ هُوَ اللَّهُ أَحَدٌ* اللَّهُ الصَّمَدُ* لَمْ يَلِدْ وَلَمْ يُولَدْ* وَلَمْ يَكُن لَّهُ كُف,2. بسم الله الرحمن الرحيم 3. بسم الله الرحمن الرحيم 4. قل هو الله أحد الله الصمد لم يلد ولم يولد ولم يكن له كفوًا أحد 5.,54.6%,❌ Mismatch
275,`/audios/133_03.mp3`,Evening Adhkar,Evening Adhkar (3),Evening: Sovereignty belongs to Allah,((أَمْسَيْنَا وَأَمْسَى الْمُلْكُ لِلَّهِ ، وَالْحَمْدُ لِلَّهِ، لاَ إِلَهَ إلاَّ اللَّهُ وَحْدَهُ لاَ شَرِيكَ لَهُ، لَه,1. وصبحنا وأصبح الملك لله والحمد لله لا إله إلا الله وحده لا شريك له الملك وله الحمد وهو على كل شيء قدير 2. رب أسألك خير,14.2%,❌ Mismatch
276,`/audios/133_04.mp3`,Evening Adhkar,Evening Adhkar (4),Evening: By Your leave we rise,((اللَّهُمَّ بِكَ أَمْسَيْنَا، وَبِكَ أَمْسَيْنَا ، وَبِكَ نَحْيَا، وَبِكَ نَمُوتُ وَإِلَيْكَ المَصِيرُ)). [وإذا أمسى قا,سبحنا و بك أمسينا و بك نحيا و بك نموت و إليك النشور,44.7%,❌ Mismatch
277,`/audios/133_05.mp3`,Evening Adhkar,Sayyid ul Istighfar,Evening: Sayyidul Istighfar,((اللَّهُمَّ أَنْتَ رَبِّي لَا إِلَهَ إِلاَّ أَنْتَ، خَلَقْتَنِي وَأَنَا عَبْدُكَ، وَأَنَا عَلَى عَهْدِكَ وَوَعْدِكَ مَا,اللهم أنت ربي لا إله إلا أنت خلقتني وأنا عبدك وأنا على عهدك ووعدك مستطحت أعوذ بك من شر ما صنعت أبوء لك بنعمتك عليه وأبوء,95.8%,✅ Match
278,`/audios/133_06.mp3`,Evening Adhkar,Evening Adhkar (6),Evening: Testimony (4x),((اللَّهُمَّ إِنِّي أَمْسَيْتُ أُشْهِدُكَ، وَأُشْهِدُ حَمَلَةَ عَرْشِكَ، وَمَلاَئِكَتِكَ، وَجَمِيعَ خَلْقِكَ، أَنَّكَ أَ,الأخ pilot اللهم عافني في بدني اللهم عافني في سمعي اللهم عافني في بصر لا إله إلا أنت اللهم إني أعوذ بك من الكفر والفقر و,19.9%,❌ Mismatch
279,`/audios/133_07.mp3`,Evening Adhkar,Evening Adhkar (7),Evening: Acknowledgement of Blessings,((اللَّهُمَّ مَا أَمْسَى بِي مِنْ نِعْمَةٍ أَوْ بِأَحَدٍ مِنْ خَلْقِكَ فَمِنْكَ وَحْدَكَ لاَ شَرِيكَ لَكَ، فَلَكَ الْحَم,سلاماتك لله بلحظة لا يوجد إله بحق في إبادهي إلا أنك يا الله سيكون أنا أردتك من أجل ومن أفكر أنا أردتك من أجل لا يوجد إله,14.4%,❌ Mismatch
280,`/audios/133_08.mp3`,Evening Adhkar,Evening Adhkar (8),Evening: Wellbeing (3x),((اللَّهُمَّ عَافِنِي فِي بَدَنِي، اللَّهُمَّ عَافِنِي فِي سَمْعِي، اللَّهُمَّ عَافِنِي فِي بَصَرِي، لاَ إِلَهَ إِلاَّ أ,الشيء ومليكة أشهد أن لا إله إلا أنت أعوذ بك من شر نفس ومن شر الشيطان وشركة وأن أقترف على نفسي سوء أو أجره إلى مسلم,39.1%,❌ Mismatch
281,`/audios/133_09.mp3`,Evening Adhkar,Evening Adhkar (9),Evening: Sufficient is Allah (7x),((حَسْبِيَ اللَّهُ لاَ إِلَهَ إِلاَّ هُوَ عَلَيهِ تَوَكَّلتُ وَهُوَ رَبُّ الْعَرْشِ الْعَظِيمِ)) (سَبْعَ مَرّاتٍ).,بسم الله الذي لا يضر مع اسمه شيء في الأرض ولا في السماء وهو السميع العليم,44.1%,❌ Mismatch
282,`/audios/133_10.mp3`,Evening Adhkar,Evening Adhkar (10),Evening: Worldly & Hereafter Safety,((اللَّهُمَّ إِنِّي أَسْأَلُكَ الْعَفْوَ وَالْعَافِيَةَ فِي الدُّنْيَا وَالآخِرَةِ، اللَّهُمَّ إِنِّي أَسْأَلُكَ الْعَفْ,.دنان منيبوت نام الله .يندنان نامانه .تدهada sesuatu pun .يندapat ممبهيakan .بعيك يندي بمي .موapun di langit .دialah yan,1.8%,❌ Mismatch
283,`/audios/133_11.mp3`,Evening Adhkar,Evening Adhkar (11),Evening: Protection from Self & Shaitan,((اللَّهُمَّ عَالِمَ الغَيْبِ وَالشَّهَادَةِ فَاطِرَ السَّمَوَاتِ وَالْأَرْضِ، رَبَّ كُلِّ شَيْءٍ وَمَلِيكَهُ، أَشْهَدُ,وعلى ملة أبينا إبراهيم حنيف مسلمة وما كان من المشركين,12.4%,❌ Mismatch
284,`/audios/133_12.mp3`,Evening Adhkar,Before Eating,Evening: Protection with His Name (3x),((بِسْمِ اللَّهِ الَّذِي لاَ يَضُرُّ مَعَ اسْمِهِ شَيْءٌ فِي الْأَرْضِ وَلاَ فِي السّمَاءِ وَهُوَ السَّمِيعُ الْعَلِيمُ),2. اللهم علم الغيب والشهادة فاطر السماوات والأرض رب كل شيء ومليكة أشهد أن لا إله إلا أنت أعوذ بك من شر نفسي ومن شر الشيط,28.1%,❌ Mismatch
285,`/audios/133_13.mp3`,Evening Adhkar,Evening Adhkar (13),Evening: Pleasure with Allah (3x),((رَضِيتُ بِاللَّهِ رَبَّاً، وَبِالْإِسْلاَمِ دِيناً، وَبِمُحَمَّدٍ صلى الله عليه وسلم نَبِيّاً)) (ثلاثَ مرَّاتٍ).,2. بسم الله الذي لا يضر مع اسمه شيء في الأرض ولا في السماء وهو السميع العليم,17.9%,❌ Mismatch
286,`/audios/133_14.mp3`,Evening Adhkar,Evening Adhkar (14),Evening: O Ever Living (Ya Hayyu),((يَا حَيُّ يَا قَيُّومُ بِرَحْمَتِكَ أَسْتَغيثُ أَصْلِحْ لِي شَأْنِيَ كُلَّهُ وَلاَ تَكِلْنِي إِلَى نَفْسِي طَرْفَةَ عَ,2. رضيت بالله ربا وبالإسلام دينا وبمحمد صلى الله عليه وسلم نبيا,27.3%,❌ Mismatch
287,`/audios/133_15.mp3`,Evening Adhkar,Evening Adhkar (15),Evening: Upon the Morning,((أَمْسَيْنَا وَأَمْسَى الْمُلْكُ لِلَّهِ رَبِّ الْعَالَمِينَ، اللَّهُـمَّ إِنِّي أَسْأَلُكَ خَيْرَ هَذَا الْيَوْمِ:فَتْ,2. يا حي يا قيوم برحمتك أستغيث أصلح لي شأني كله ولا تكلني إلى نفسي طرفة عين,2.8%,❌ Mismatch
288,`/audios/133_16.mp3`,Evening Adhkar,Evening Adhkar (16),Evening: Upon the Fitrah,((أَصْبَحْنا عَلَى فِطْرَةِ الْإِسْلاَمِ، وَعَلَى كَلِمَةِ الْإِخْلاَصِ، وَعَلَى دِينِ نَبِيِّنَا مُحَمَّدٍ صلى الله علي,أصبحنا وأصبح الملك لله رب العالمين اللهم إني أسألك خير هذا اليوم فتحه ونصره ونوره وبركته وهداه وأعوذ بك من شل ما فيه وشل,36.1%,❌ Mismatch
289,`/audios/133_17.mp3`,Evening Adhkar,SubhanAllah,Evening: Subhanallahi wa Bihamdihi (100x),((سُبْحَانَ اللَّهِ وَبِحَمْدِهِ)) (مائة مرَّةٍ).,8 أصبحنا على فطرة الإسلام وعلى كلمة الإخلاص وعلى دين نبينا محمد صلى الله عليه وسلم وعلى من التي أبينا إبراهيم حنيفا مسلم,18.2%,❌ Mismatch
290,`/audios/133_18.mp3`,Evening Adhkar,Evening Adhkar (18),Evening: Oneness (10x or 1x),((لاَ إِلَهَ إِلاَّ اللَّهُ وَحْدَهُ لاَ شَرِيكَ لَهُ، لَهُ الْمُلْكُ وَلَهُ الْحَمْدُ، وَهُوَ عَلَى كُلِّ شَيْءٍ قَدِير,سبحان الله وبحمده,19.5%,❌ Mismatch
291,`/audios/133_19.mp3`,Evening Adhkar,La ilaha illallah,Evening: Oneness (100x),((لاَ إِلَهَ إِلاَّ اللَّهُ، وَحْدَهُ لاَ شَرِيكَ لَهُ، لَهُ الْمُلْكُ وَلَهُ الْحَمْدُ وَهُوَ عَلَى كُلِّ شَيْءٍ قَدِير,2. لا إله إلا الله وحده لا شريك له له الملك وله الحمد وهو على كل شيء قدير,87.5%,✅ Match
